haul,haul.number,moc,net.number,date,transect,station,family,genus,species,number.of.individuals.raw,split.multiplier,number.of.individuals.adjusted,volume.filtered.m3,concentration.1000m3,vial.letter,fish.box.location,id.by,notes,,,,
107,0107-1-4,1,4,2022/3/4,CR,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
107,0107-1-4,1,4,2022/3/4,CR,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
107,0107-1-4,1,4,2022/3/4,CR,4,Damaged,Damaged,Damaged,4,2,8,,#DIV/0!,d,Hatfield,JI,,,,,
107,107-1-4p,1,4,2022/3/4,CR,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,20,2,40,,#DIV/0!,pb,Hatfield,JI,lots of fish missing their guts! not like this in the primary sample,,,,
107,107-1-4p,1,4,2022/3/4,CR,4,Scorpaenidae,Sebastes,Sebastes spp.,188,2,376,,#DIV/0!,pa,Hatfield,JI,lots of fish missing their guts! not like this in the primary sample,,,,
107,107-1-4p,1,4,2022/3/4,CR,4,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,pc,Hatfield,JI,lots of fish missing their guts! not like this in the primary sample,,,,
107,107-1-4p,1,4,2022/3/4,CR,4,Damaged,Damaged,Damaged,18,2,36,,#DIV/0!,pd,Hatfield,JI,lots of fish missing their guts! not like this in the primary sample,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Scorpaenidae,Sebastes,Sebastes spp.,118,1,118,,#DIV/0!,a,Hatfield,JI,,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Cottidae,Hemilepidotus,Hemilepidotus spinosus,6,1,6,,#DIV/0!,d,Hatfield,JI,,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Liparidae,Liparis,Liparis spp.,10,1,10,,#DIV/0!,b,Hatfield,JI,,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
107,107-4-0,4,0,2022/3/4,CR,4,Damaged,Damaged,Damaged,4,1,4,,#DIV/0!,e,Hatfield,JI,,,,,
107,0107-4-1,4,1,2022/3/4,CR,4,Bathylagidae,Lipolagus,Lipolagus ochotensis,2,1,2,,#DIV/0!,b,Hatfield,JI,,,,,
107,0107-4-1,4,1,2022/3/4,CR,4,Liparidae,Liparis,Liparis fucensis,8,1,8,,#DIV/0!,a,Hatfield,JI,,,,,
107,0107-4-1,4,1,2022/3/4,CR,4,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
107,0107-4-1,4,1,2022/3/4,CR,4,Pleuronectidae,Microstomus,Microstomus pacificus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Myctophidae,Tarletonbeania,Tarletonbeania crenularis,1,1,1,,#DIV/0!,f,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Scorpaenidae,Sebastes,Sebastes spp.,6,1,6,,#DIV/0!,b,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Liparidae,Liparis,Liparis spp.,13,1,13,,#DIV/0!,a,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,2,,#DIV/0!,c,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,3,1,3,,#DIV/0!,d,Hatfield,JI,,,,,
107,0107-4-2,4,2,2022/3/4,CR,4,Pleuronectidae,Microstomus,Microstomus pacificus,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
107,0107-4-3,4,3,2022/3/4,CR,4,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,5,1,5,,#DIV/0!,d,Hatfield,JI,,,,,
107,0107-4-3,4,3,2022/3/4,CR,4,Scorpaenidae,Sebastes,Sebastes spp.,437,1,437,,#DIV/0!,a,Hatfield,JI,,,,,
107,0107-4-3,4,3,2022/3/4,CR,4,Pleuronectidae,Lyopsetta,Lyopsetta exilis,4,1,4,,#DIV/0!,c,Hatfield,JI,,,,,
107,0107-4-3,4,3,2022/3/4,CR,4,Damaged,Damaged,Damaged,18,1,18,,#DIV/0!,b,Hatfield,JI,,,,,
107,0107-4-4,4,4,2022/3/4,CR,4,Scorpaenidae,Sebastes,Sebastes spp.,15,1,15,,#DIV/0!,a,Hatfield,JI,,,,,
107,0107-4-4,4,4,2022/3/4,CR,4,Hexagrammidae,Hexagrammos,Hexagrammos octogrammus,1,1,1,,#DIV/0!,b,Hatfield,NH,,,,,
108,108-1-0,1,0,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,122,2,244,,#DIV/0!,a,Hatfield,JI,,,,,
108,108-1-0,1,0,2022/3/4,CR,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
108,108-1-0,1,0,2022/3/4,CR,3,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,b,Hatfield,JI,,,,,
108,108-1-0,1,0,2022/3/4,CR,3,Agonidae,Xeneretmus,Xeneretmus latifrons,1,2,2,,#DIV/0!,d,Hatfield,JI,,,,,
108,0108-1-1,1,1,2022/3/4,CR,3,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-1-1,1,1,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,20,1,20,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-1-1,1,1,2022/3/4,CR,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
108,0108-1-2,1,2,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,50,1,50,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-1-2,1,2,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,7,1,7,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-1-2,1,2,2022/3/4,CR,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
108,0108-1-2,1,2,2022/3/4,CR,3,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
108,0108-1-3,1,3,2022/3/4,CR,3,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
108,0108-1-3,1,3,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,53,1,53,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-1-3,1,3,2022/3/4,CR,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-1-3,1,3,2022/3/4,CR,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
108,0108-1-4,1,4,2022/3/4,CR,3,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,d,Hatfield,JI,,,,,
108,0108-1-4,1,4,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,215,2,430,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-1-4,1,4,2022/3/4,CR,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-1-4,1,4,2022/3/4,CR,3,Damaged,Damaged,Damaged,11,2,22,,#DIV/0!,b,Hatfield,JI,,,,,
108,108-1-4p,1,4,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,189,2,378,,#DIV/0!,pa,Hatfield,JI,,,,,
108,108-1-4p,1,4,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,pd,Hatfield,JI,,,,,
108,108-1-4p,1,4,2022/3/4,CR,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,pb,Hatfield,JI,,,,,
108,108-1-4p,1,4,2022/3/4,CR,3,Damaged,Damaged,Damaged,11,2,22,,#DIV/0!,pc,Hatfield,JI,,,,,
108,108-1-4p,1,4,2022/3/4,CR,3,Anoplopomatidae,Anoplopomatidae spp.,Anoplopomatidae spp.,1,2,2,,#DIV/0!,pe,Hatfield,JI,,,,,
108,108-4-0,4,0,2022/3/4,CR,3,Bathylagidae,Bathylagus,Bathylagus pacificus,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,108-4-0,4,0,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,8,1,8,,#DIV/0!,b,Hatfield,JI,,,,,
108,108-4-0,4,0,2022/3/4,CR,3,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,e,Hatfield,JI,,,,,
108,108-4-0,4,0,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,9,1,9,,#DIV/0!,a,Hatfield,JI,,,,,
108,108-4-0,4,0,2022/3/4,CR,3,Hexagrammidae,Ophiodon,Ophiodon elongatus,4,1,4,,#DIV/0!,d,Hatfield,NH,,,,,
108,0108-4-1,4,1,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-4-2,4,2,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
108,0108-4-2,4,2,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,8,1,8,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-4-2,4,2,2022/3/4,CR,3,Paralichthyidae,Citharichthys,Citharichthys stigmaeus,2,1,2,,#DIV/0!,d,Hatfield,JI,in jar,,,,
108,0108-4-2,4,2,2022/3/4,CR,3,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-4-3,4,3,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,18,1,18,,#DIV/0!,b,Hatfield,JI,,,,,
108,0108-4-3,4,3,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,22,1,22,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-4-3,4,3,2022/3/4,CR,3,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-4-4,4,4,2022/3/4,CR,3,Scorpaenidae,Sebastes,Sebastes spp.,108,1,108,,#DIV/0!,a,Hatfield,JI,,,,,
108,0108-4-4,4,4,2022/3/4,CR,3,Liparidae,Liparis,Liparis fucensis,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
108,0108-4-4,4,4,2022/3/4,CR,3,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,1,2,,#DIV/0!,d,Hatfield,JI,,,,,
108,0108-4-4,4,4,2022/3/4,CR,3,Pleuronectidae,Parophrys,Parophrys vetulus,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Osmeridae,Osmerid spp.,Osmerid spp.,53,2,106,,#DIV/0!,a,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Cottidae,Artedius,Artedius fenestralis,1,2,2,,#DIV/0!,g,Hatfield,NH,"*there is no ""b"" vial",,,,
109,109-1-0,1,0,2022/3/5,CR,1,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,e,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,#DIV/0!,i,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Pleuronectidae,Parophrys,Parophrys vetulus,2,2,4,,#DIV/0!,h,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Damaged,Damaged,Damaged,15,2,30,,#DIV/0!,c,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,j,Hatfield,JI,2 diff spp,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Ammodytidae,Ammodytes,Ammodytes spp.,2,2,4,,#DIV/0!,d,Hatfield,NH,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Gadidae,Microgadus,Microgadus proximus,4,2,8,,#DIV/0!,f,Hatfield,JI,,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Pleuronectidae,Unknown,Unknown,5,2,10,,#DIV/0!,k,Hatfield,JI,ventral spots and occational large spots dorsal,,,,
109,109-1-0,1,0,2022/3/5,CR,1,Ammodytidae,Ammodytes,Ammodytes spp.,3,2,3,,,L,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Clupeidae,Sardinops,Sardinops sagax,1,2,2,,#DIV/0!,k,Hatfield,JI,in cryovial with Luke 12/14/22,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Osmeridae,Osmerid spp.,Osmerid spp.,53,2,106,,#DIV/0!,b,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Cottidae,Artedius,Artedius harringtoni,4,2,8,,#DIV/0!,g,Hatfield,JI,,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,d,Hatfield,JI,,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Pholidae,Apodichthus,Apodichthus flavidus,1,2,2,,#DIV/0!,f,Hatfield,JI,"*no ""e"" vial",,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,2,2,,#DIV/0!,h,Hatfield,JI,,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Pleuronectidae,Parophrys,Parophrys vetulus,3,2,6,,#DIV/0!,i,Hatfield,JI,,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Damaged,Damaged,Damaged,51,2,102,,#DIV/0!,a,Hatfield,JI,,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Unknown,Unknown,Unknown,2,2,4,,#DIV/0!,j,Hatfield,JI,2 diff spp,,,,
109,0109-1-4,1,4,2022/3/5,CR,1,Gadidae,Microgadus,Microgadus proximus,21,2,42,,#DIV/0!,c,Hatfield,JI,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Osmeridae,Osmerid spp.,Osmerid spp.,80,NA,#VALUE!,,#VALUE!,Bp,Hatfield,NH,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Agonidae,Agonomalus,Agonomalus mozioni,1,NA,#VALUE!,,#VALUE!,j,Hatfield,JI,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,,,,6?,NA,#VALUE!,,#VALUE!,h,Hatfield,JI,Malacocottus zonurus?,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Cottidae,Cottid spp.,Cottidae spp.,10,NA,#VALUE!,,#VALUE!,e,Hatfield,JI,2 diff spp?,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Pholidae,Apodichthus,Apodichthus flavidus,3?,NA,#VALUE!,,#VALUE!,f and i,Hatfield,JI,i is very tiny,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,NA,#VALUE!,,#VALUE!,g,Hatfield,JI,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Pleuronectidae,Parophrys,Parophrys vetulus,24,NA,#VALUE!,,#VALUE!,d,Hatfield,JI,various dorsal spot make me want a double check,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2,NA,#VALUE!,,#VALUE!,k,Hatfield,JI,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Damaged,Damaged,Damaged,36,NA,#VALUE!,,#VALUE!,a,Hatfield,JI,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Unknown,Unknown,Unknown,3,NA,#VALUE!,,#VALUE!,l,Hatfield,JI,mix of spp.,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Gadidae,Gadid spp.,Gadid spp.,19,NA,#VALUE!,,#VALUE!,,Hatfield,NH,,,,,
109,109-1-4p,1,4*,2022/3/5,CR,1,Ammodytidae,Ammodytes,Ammodytes spp.,15,NA,,,,Mp,Hatfield,NH,,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Osmeridae,Osmerid spp.,Osmerid spp.,31,1,31,,#DIV/0!,b,Hatfield,LB,,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Liparidae,Liparis,Liparis spp.,3,1,3,,#DIV/0!,f,Hatfield,NH,,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Cottidae,Cottid spp.,Cottidae spp.,3,1,3,,#DIV/0!,g,Hatfield,JI,2 diff spp,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Damaged,Damaged,Damaged,21,1,21,,#DIV/0!,a,Hatfield,JI,,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Gadidae,Microgadus,Microgadus proximus,16,1,16,,#DIV/0!,d,Hatfield,NH,,,,,
109,109-4-0,4,0,2022/3/5,CR,1,Agonidae,Agonidae spp.,Agonidae spp.,1,1,1,,#DIV/0!,e,Hatfield,NH,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Osmeridae,Osmerid spp.,Osmerid spp.,333,1,333,,#DIV/0!,"B1, B2, B3",Hatfield,NH,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Cottidae,Cottid spp.,Cottidae spp.,10,1,10,,#DIV/0!,f,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Liparidae,Liparis,Liparis spp.,5,1,5,,#DIV/0!,e,Hatfield,NH,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Pholidae,Apodichthus,Apodichthus flavidus,2,1,2,,#DIV/0!,h,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Pleuronectidae,Parophrys,Parophrys vetulus,10,1,10,,#DIV/0!,d,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Pleuronectidae,Psettichthys,Psettichthys melanostictus,7,1,7,,#DIV/0!,g,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Damaged,Damaged,Damaged,134,1,134,,#DIV/0!,a,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Unknown,Unknown,Unknown,1,1,1,,#DIV/0!,i,Hatfield,JI,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Gadidae,Microgadus,Microgadus proximus,69,1,69,,#DIV/0!,c,Hatfield,NH,,,,,
109,0109-4-4,4,4,2022/3/5,CR,1,Ammodytidae,Ammodytes,Ammodytes spp.,3,1,,,,J,Hatfield,NH,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Osmeridae,Osmerid spp.,Osmerid spp.,8,2,16,,#DIV/0!,b,Hatfield,LB,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,11,2,22,,#DIV/0!,d,Hatfield,JI,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,2,2,4,,#DIV/0!,e,Hatfield,JI,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Ammodytidae,Ammodytes,Ammodytes spp.,11,2,22,,#DIV/0!,a,Hatfield,JI,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,2,2,4,,#DIV/0!,f,Hatfield,JI,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,6,2,12,,#DIV/0!,g,Hatfield,JI,,,,,
110,110-1-0,1,0,2022/3/5,CR,2,Damaged,Damaged,Damaged,1,2,2,,#DIV/0!,h,Hatfield,JI,,,,,
110,0110-1-1,1,1,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,2,1,2,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-1-2,1,2,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-1-2,1,2,2022/3/5,CR,2,Unknown,Unknown,Unknown,2,1,2,,#DIV/0!,b,Hatfield,NH,"tiny, unpigmented eyes, not in best condition",,,,
110,0110-1-2,1,2,2022/3/5,CR,2,Damaged,Damaged,Damaged,1,1,1,,#DIV/0!,c,Hatfield,JI,,,,,
110,0110-1-2,1,2,2022/3/5,CR,2,Stichaeidae,Plectobranchus,Plectobranchus evides,1,1,1,,#DIV/0!,d,Hatfield,JI,,,,,
110,0110-1-3,1,3,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,1,1,1,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-1-3,1,3,2022/3/5,CR,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,1,1,1,,#DIV/0!,b,Hatfield,JI,,,,,
110,0110-1-3,1,3,2022/3/5,CR,2,Damaged,Damaged,Damaged,2,1,2,,#DIV/0!,d,Hatfield,NH,"""c"" vial ID as E. mordax checked and was damaged, moved to ""d"" - NH",,,,november '24 LB and NH checked E. mordax ID's 
110,0110-1-4,1,4,2022/3/5,CR,2,Osmeridae,Osmerid spp.,Osmerid spp.,16,2,32,,#DIV/0!,f,Hatfield,NH,all in bad shape,november '24 LB and NH checked E. mordax ID's ,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Myctophidae,Stenobrachius,Stenobrachius leucopsarus,2,2,4,,#DIV/0!,h,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,15,2,30,,#DIV/0!,a,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Cottidae,Cottid spp.,Cottidae spp.,20,2,40,,#DIV/0!,b,Hatfield,JI,there are only 5 fish in the vial - NH 20250812,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,1,2,2,,#DIV/0!,c,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,3,2,6,,#DIV/0!,i,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Pleuronectidae,Lyopsetta,Lyopsetta exilis,2,2,4,,#DIV/0!,l,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,7,2,14,,#DIV/0!,d,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Pleuronectidae,Psettichthys,Psettichthys melanostictus,2,2,4,,#DIV/0!,k,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Damaged,Damaged,Damaged,11,2,22,,#DIV/0!,e,Hatfield,JI,,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Unknown,Unknown,Unknown,3,2,6,,#DIV/0!,m,Hatfield,JI,flat fish but beat up,,,,
110,0110-1-4,1,4,2022/3/5,CR,2,Gadidae,Microgadus,Microgadus proximus,1?,2,#VALUE!,,#VALUE!,j,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Osmeridae,Osmerid spp.,Osmerid spp.,12,2,24,,#DIV/0!,pd,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Ammodytidae,Ammodytes,Ammodytes spp.,2,2,4,,#DIV/0!,pm,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,10,2,20,,#DIV/0!,pa,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Cottidae,Cottid spp.,Cottidae spp.,1?,2,#VALUE!,,#VALUE!,ph,Hatfield,JI,pretty sure not sebastes but want a 2nd opinion,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1?,2,#VALUE!,,#VALUE!,pl,Hatfield,JI,very tiny,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,2,2,4,,#DIV/0!,pe,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pholidae,Apodichthus,Apodichthus flavidus,1,2,2,,#DIV/0!,pg,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,1,2,2,,#DIV/0!,pj,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pleuronectidae,Lepidopsetta,Lepidopsetta bilineata,1,2,2,,#DIV/0!,pk,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,7,2,14,,#DIV/0!,pb,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pleuronectidae,Parophrys,Parophrys vetulus,4?,2,#VALUE!,,#VALUE!,pc,Hatfield,JI,many dorsal pigments,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Pleuronectidae,Psettichthys,Psettichthys melanostictus,1?,2,#VALUE!,,#VALUE!,pj,Hatfield,JI,,,,,
110,110-1-4p,1,4,2022/3/5,CR,2,Damaged,Damaged,Damaged,7,2,14,,#DIV/0!,pf,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Osmeridae,Osmerid spp.,Osmerid spp.,17,1,17,,#DIV/0!,d,Hatfield,NH,november '24 LB and NH checked E. mordax ID's ,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Scorpaenidae,Sebastes,Sebastes spp.,8,1,8,,#DIV/0!,e,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Hexagrammidae,Ophiodon,Ophiodon elongatus,2,1,2,,#DIV/0!,m,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Cottidae,Cottid spp.,Cottidae spp.,7,1,7,,#DIV/0!,g,Hatfield,JI,multiple spp. ,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Cottidae,Hemilepidotus,Hemilepidotus spinosus,1,1,1,,#DIV/0!,l,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Cottidae,Scorpaenichthys,Scorpaenichthys marmoratus,2,1,2,,#DIV/0!,k,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Liparidae,Liparis,Liparis fucensis,10,1,10,,#DIV/0!,f,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Stichaeidae,Xiphister,Xiphister atrophurpureus,4,1,4,,#DIV/0!,b,Hatfield,JI,,,,,
110,110-4-0,4,0,2022/3/5,CR,2,Ammodytidae,Ammodytes,Ammodytes spp.,20,1,20,,#DIV/0!,a,Hatfield,NH,,,,,
