"cruise","transect","replicate","station","mocness_side","net","start_time_utc","start_time_pt","end_time_utc","end_time_pt","start_longitude_dd","start_latitude_dd","end_longitude_dd","end_latitude_dd","minimum_depth_m","maximum_depth_m","volume_from_flow_meter_m3","volume_from_ships_stw_m3","volume_m3_best","mean_temperature_c","mean_salinity_psu","mean_density_kgm3","incomplete_record_in_software_outputs","flow_meter_known_to_be_malfunctioning","potentially_inaccurate_depth_values","unsure_if_net_was_open_for_entire_time_specified","temperature_and_salinity_sensors_malfunctioning","notes"
"W19","TR","MaN",5,4,"0",2019-03-10 03:52:39,2019-03-09 19:52:39,2019-03-10 03:58:56,2019-03-09 19:58:56,-124.75568,41.0593,-124.75448,41.05906,0.2,102.649,745.969291104577,1174.36824851497,745.969291104577,10.8441409574468,32.8094494680851,1025.31725166683,"","","","","",""
"W19","TR","MaN",5,1,"1",2019-03-10 03:58:56,2019-03-09 19:58:56,2019-03-10 04:03:01,2019-03-09 20:03:01,-124.75448,41.05905,-124.75358,41.0588,75.7,102.4,158.163812457081,252.234333876191,158.163812457081,10.7211918367347,33.4204775510204,1026.00090942829,"","","","","",""
"W19","TR","MaN",5,4,"1",2019-03-10 03:58:56,2019-03-09 19:58:56,2019-03-10 04:03:01,2019-03-09 20:03:01,-124.75448,41.05905,-124.75358,41.0588,75.7,102.4,632.655249828323,999.47385505614,632.655249828323,10.7211918367347,33.4204775510204,1026.00090942829,"","","","","",""
"W19","TR","MaN",5,1,"2",2019-03-10 04:03:01,2019-03-09 20:03:01,2019-03-10 04:05:57,2019-03-09 20:05:57,-124.75357,41.0588,-124.75241,41.05863,48.855,76.249,124.206054070696,184.173109409257,124.206054070696,10.9896477272727,33.1394659090909,1025.62099718033,"","","","","",""
"W19","TR","MaN",5,4,"2",2019-03-10 04:03:01,2019-03-09 20:03:01,2019-03-10 04:05:57,2019-03-09 20:05:57,-124.75357,41.0588,-124.75241,41.05863,48.855,76.249,496.824216282783,734.075969432692,496.824216282783,10.9896477272727,33.1394659090909,1025.62099718033,"","","","","",""
"W19","TR","MaN",5,1,"3",2019-03-10 04:05:57,2019-03-09 20:05:57,2019-03-10 04:08:49,2019-03-09 20:08:49,-124.75241,41.05863,-124.75101,41.05853,25.943,47.757,172.993191077276,136.820857103813,172.993191077276,11.0139825581395,32.6153779069767,1025.07901643951,"","","","","",""
"W19","TR","MaN",5,4,"3",2019-03-10 04:05:57,2019-03-09 20:05:57,2019-03-10 04:08:49,2019-03-09 20:08:49,-124.75241,41.05863,-124.75101,41.05853,25.943,47.757,691.972764309103,540.616952219,691.972764309103,11.0139825581395,32.6153779069767,1025.07901643951,"","","","","",""
"W19","TR","MaN",5,1,"4",2019-03-10 04:08:49,2019-03-09 20:08:49,2019-03-10 04:14:04,2019-03-09 20:14:04,-124.75101,41.05853,-124.74854,41.05821,1.8,25,335.033685591038,223.682205159857,335.033685591038,10.8571139240506,32.2641582278481,1024.72308520552,"","","","","",""
"W19","TR","MaN",5,4,"4",2019-03-10 04:08:49,2019-03-09 20:08:49,2019-03-10 04:14:04,2019-03-09 20:14:04,-124.75101,41.05853,-124.74854,41.05821,1.8,25,1340.13474236415,891.797392114679,1340.13474236415,10.8571139240506,32.2641582278481,1024.72308520552,"","","","","",""
"W19","TR","MaN",4,1,"0",2019-03-10 05:50:02,2019-03-09 21:50:02,2019-03-10 05:56:35,2019-03-09 21:56:35,-124.58517,41.06067,-124.58243,41.06043,0.2,97.36,124.073668865834,361.842218030418,124.073668865834,10.9263994910941,32.5625623409669,1025.13254797523,"","","","","",""
"W19","TR","MaN",4,4,"0",2019-03-10 05:50:02,2019-03-09 21:50:02,2019-03-10 05:56:35,2019-03-09 21:56:35,-124.58517,41.06067,-124.58243,41.06043,0.2,97.36,496.294675463336,1421.94393263297,496.294675463336,10.9263994910941,32.5625623409669,1025.13254797523,"","","","","",""
"W19","TR","MaN",4,1,"1",2019-03-10 05:56:35,2019-03-09 21:56:35,2019-03-10 05:59:37,2019-03-09 21:59:37,-124.58242,41.06043,-124.58,41.06051,69.289,99.4,176.401076984968,142.185175323982,176.401076984968,10.9459945054945,33.1346098901099,1025.71475732488,"","","","","",""
"W19","TR","MaN",4,4,"1",2019-03-10 05:56:35,2019-03-09 21:56:35,2019-03-10 05:59:37,2019-03-09 21:59:37,-124.58242,41.06043,-124.58,41.06051,69.289,99.4,705.604307939874,568.071428431098,705.604307939874,10.9459945054945,33.1346098901099,1025.71475732488,"","","","","",""
"W19","TR","MaN",4,1,"2",2019-03-10 05:59:37,2019-03-09 21:59:37,2019-03-10 06:05:53,2019-03-09 22:05:53,-124.57999,41.06051,-124.57564,41.06066,50.651,68.4,349.255107016523,375.640676118123,349.255107016523,11.0702446808511,32.7153324468085,1025.24654042228,"","","","","",""
"W19","TR","MaN",4,4,"2",2019-03-10 05:59:37,2019-03-09 21:59:37,2019-03-10 06:05:53,2019-03-09 22:05:53,-124.57999,41.06051,-124.57564,41.06066,50.651,68.4,1397.02042806609,1481.07838809377,1397.02042806609,11.0702446808511,32.7153324468085,1025.24654042228,"","","","","",""
"W19","TR","MaN",4,1,"3",2019-03-10 06:05:53,2019-03-09 22:05:53,2019-03-10 06:12:48,2019-03-09 22:12:48,-124.57562,41.06066,-124.57129,41.06081,25.2,50.5,386.986891962732,433.655671998276,386.986891962732,11.0094746987952,32.5457879518072,1025.04193848783,"","","","","",""
"W19","TR","MaN",4,4,"3",2019-03-10 06:05:53,2019-03-09 22:05:53,2019-03-10 06:12:48,2019-03-09 22:12:48,-124.57562,41.06066,-124.57129,41.06081,25.2,50.5,1547.94756785093,1712.37102856962,1547.94756785093,11.0094746987952,32.5457879518072,1025.04193848783,"","","","","",""
"W19","TR","MaN",4,1,"4",2019-03-10 06:12:48,2019-03-09 22:12:48,2019-03-10 06:16:49,2019-03-09 22:16:49,-124.57128,41.06081,-124.56877,41.06082,0.8,24.8,265.355545223815,221.463505939184,265.355545223815,10.8322355371901,31.9022107438017,1024.45261230386,"","","","","",""
"W19","TR","MaN",4,4,"4",2019-03-10 06:12:48,2019-03-09 22:12:48,2019-03-10 06:16:49,2019-03-09 22:16:49,-124.57128,41.06081,-124.56877,41.06082,0.8,24.8,1061.42218089526,879.75387835162,1061.42218089526,10.8322355371901,31.9022107438017,1024.45261230386,"","","","","",""
"W19","TR","MaN",3,1,"0",2019-03-10 07:55:35,2019-03-09 23:55:35,2019-03-10 08:03:38,2019-03-10 00:03:38,-124.42959,41.05779,-124.42489,41.05809,0.4,101.7,234.763936512963,320.477125080597,234.763936512963,10.7829002079002,32.7204719334719,1025.27104773173,"","","","","",""
"W19","TR","MaN",3,4,"0",2019-03-10 07:55:35,2019-03-09 23:55:35,2019-03-10 08:03:38,2019-03-10 00:03:38,-124.42959,41.05779,-124.42489,41.05809,0.4,101.7,939.055746051851,1273.91768702304,939.055746051851,10.7829002079002,32.7204719334719,1025.27104773173,"","","","","",""
"W19","TR","MaN",3,1,"1",2019-03-10 08:03:38,2019-03-10 00:03:38,2019-03-10 08:07:37,2019-03-10 00:07:37,-124.42488,41.05809,-124.42248,41.0582,75.9,100.3,229.96217694645,115.607135184443,229.96217694645,10.4268870292887,33.5129456066946,1026.11511891685,"","","","","",""
"W19","TR","MaN",3,4,"1",2019-03-10 08:03:38,2019-03-10 00:03:38,2019-03-10 08:07:37,2019-03-10 00:07:37,-124.42488,41.05809,-124.42248,41.0582,75.9,100.3,919.8487077858,458.313205802037,919.8487077858,10.4268870292887,33.5129456066946,1026.11511891685,"","","","","",""
"W19","TR","MaN",3,1,"2",2019-03-10 08:07:37,2019-03-10 00:07:37,2019-03-10 08:12:56,2019-03-10 00:12:56,-124.42247,41.0582,-124.41932,41.05828,51.4,76,310.174548630681,184.88528668362,310.174548630681,11.1074827586207,33.2243887147335,1025.66508639684,"","","","","",""
"W19","TR","MaN",3,4,"2",2019-03-10 08:07:37,2019-03-10 00:07:37,2019-03-10 08:12:56,2019-03-10 00:12:56,-124.42247,41.0582,-124.41932,41.05828,51.4,76,1240.69819452272,736.824985522514,1240.69819452272,11.1074827586207,33.2243887147335,1025.66508639684,"","","","","",""
"W19","TR","MaN",3,1,"3",2019-03-10 08:12:56,2019-03-10 00:12:56,2019-03-10 08:17:42,2019-03-10 00:17:42,-124.41931,41.05828,-124.41648,41.05833,24.771,51.129,288.762965148676,167.421198824404,288.762965148676,11.0742307692308,32.7191328671329,1025.16354848545,"","","","","",""
"W19","TR","MaN",3,4,"3",2019-03-10 08:12:56,2019-03-10 00:12:56,2019-03-10 08:17:42,2019-03-10 00:17:42,-124.41931,41.05828,-124.41648,41.05833,24.771,51.129,1155.0518605947,669.239406035903,1155.0518605947,11.0742307692308,32.7191328671329,1025.16354848545,"","","","","",""
"W19","TR","MaN",3,1,"4",2019-03-10 08:17:42,2019-03-10 00:17:42,2019-03-10 08:22:04,2019-03-10 00:22:04,-124.41648,41.05833,-124.41373,41.05855,1.5,24.9,293.062559101111,144.429797331074,293.062559101111,10.8175741444867,31.9855513307985,1024.51864677697,"","","","","",""
"W19","TR","MaN",3,4,"4",2019-03-10 08:17:42,2019-03-10 00:17:42,2019-03-10 08:22:04,2019-03-10 00:22:04,-124.41648,41.05833,-124.41373,41.05855,1.5,24.9,1172.25023640444,577.975576532742,1172.25023640444,10.8175741444867,31.9855513307985,1024.51864677697,"","","","","",""
"W19","TR","MaN",2,1,"0",2019-03-10 10:19:18,2019-03-10 03:19:18,2019-03-10 10:27:24,2019-03-10 03:27:24,-124.33958,41.05802,-124.33508,41.05802,0.3,103.033,218.743984616433,281.643090691646,218.743984616433,10.6294772727273,32.6910433884298,1025.25359540702,"","","","","",""
"W19","TR","MaN",2,4,"0",2019-03-10 10:19:18,2019-03-10 03:19:18,2019-03-10 10:27:24,2019-03-10 03:27:24,-124.33958,41.05802,-124.33508,41.05802,0.3,103.033,874.975938465733,1109.9443545195,874.975938465733,10.6294772727273,32.6910433884298,1025.25359540702,"","","","","",""
"W19","TR","MaN",2,1,"1",2019-03-10 10:27:24,2019-03-10 03:27:24,2019-03-10 10:32:20,2019-03-10 03:32:20,-124.33507,41.05802,-124.33241,41.05805,73.382,103.009,220.820897956088,143.291969467053,220.820897956088,10.1032195945946,33.5912466216216,1026.24909129744,"","","","","",""
"W19","TR","MaN",2,4,"1",2019-03-10 10:27:24,2019-03-10 03:27:24,2019-03-10 10:32:20,2019-03-10 03:32:20,-124.33507,41.05802,-124.33241,41.05805,73.382,103.009,883.283591824352,572.460779551151,883.283591824352,10.1032195945946,33.5912466216216,1026.24909129744,"","","","","",""
"W19","TR","MaN",2,1,"2",2019-03-10 10:32:20,2019-03-10 03:32:20,2019-03-10 10:35:22,2019-03-10 03:35:22,-124.33241,41.05805,-124.33042,41.05812,48.563,71.937,179.196908339619,72.1905390343607,179.196908339619,10.6097527472527,33.307010989011,1025.79312763585,"","","","","",""
"W19","TR","MaN",2,4,"2",2019-03-10 10:32:20,2019-03-10 03:32:20,2019-03-10 10:35:22,2019-03-10 03:35:22,-124.33241,41.05805,-124.33042,41.05812,48.563,71.937,716.787633358475,289.248121470318,716.787633358475,10.6097527472527,33.307010989011,1025.79312763585,"","","","","",""
"W19","TR","MaN",2,1,"3",2019-03-10 10:35:22,2019-03-10 03:35:22,2019-03-10 10:42:28,2019-03-10 03:42:28,-124.3304,41.05812,-124.32626,41.05823,25.4,48.1,445.275112577451,245.368244439537,445.275112577451,11.0438849765258,32.8204671361502,1025.23999765511,"","","","","",""
"W19","TR","MaN",2,4,"3",2019-03-10 10:35:22,2019-03-10 03:35:22,2019-03-10 10:42:28,2019-03-10 03:42:28,-124.3304,41.05812,-124.32626,41.05823,25.4,48.1,1781.1004503098,975.038626193915,1781.1004503098,11.0438849765258,32.8204671361502,1025.23999765511,"","","","","",""
"W19","TR","MaN",2,1,"4",2019-03-10 10:42:28,2019-03-10 03:42:28,2019-03-10 10:49:29,2019-03-10 03:49:29,-124.32625,41.05823,-124.32217,41.05815,0,24.4,441.997033205797,269.227985837159,441.997033205797,10.8461184834123,32.1487630331754,1024.63714960515,"","","","","",""
"W19","TR","MaN",2,4,"4",2019-03-10 10:42:28,2019-03-10 03:42:28,2019-03-10 10:49:29,2019-03-10 03:49:29,-124.32625,41.05823,-124.32217,41.05815,0,24.4,1767.98813282319,1064.52039695227,1767.98813282319,10.8461184834123,32.1487630331754,1024.63714960515,"","","","","",""
"W19","TR","MaN",1,1,"0",2019-03-10 11:33:43,2019-03-10 04:33:43,2019-03-10 11:39:40,2019-03-10 04:39:40,-124.2868,41.05831,-124.28346,41.05822,0.3,51.4,204.147321912,185.19308164181,204.147321912,10.8516752136752,32.3481566951567,1024.8478221127,"","","","","",""
"W19","TR","MaN",1,4,"0",2019-03-10 11:33:43,2019-03-10 04:33:43,2019-03-10 11:39:40,2019-03-10 04:39:40,-124.2868,41.05831,-124.28346,41.05822,0.3,51.4,816.589287648,737.934568457918,816.589287648,10.8516752136752,32.3481566951567,1024.8478221127,"","","","","",""
"W19","TR","MaN",1,1,"3",2019-03-10 11:39:40,2019-03-10 04:39:40,2019-03-10 11:45:49,2019-03-10 04:45:49,-124.28345,41.05822,-124.27984,41.05823,21.937,51.226,362.083643038529,242.782469482905,362.083643038529,10.8830677506775,32.9667208672087,1025.38465528785,"","","","","",""
"W19","TR","MaN",1,4,"3",2019-03-10 11:39:40,2019-03-10 04:39:40,2019-03-10 11:45:49,2019-03-10 04:45:49,-124.28345,41.05822,-124.27984,41.05823,21.937,51.226,1448.33457215412,957.376690425583,1448.33457215412,10.8830677506775,32.9667208672087,1025.38465528785,"","","","","",""
"W19","TR","MaN",1,1,"4",2019-03-10 11:45:49,2019-03-10 04:45:49,2019-03-10 11:51:29,2019-03-10 04:51:29,-124.27983,41.05823,-124.27643,41.05824,0.2,21.1,355.361950192318,193.418744470779,355.361950192318,10.7684721407625,31.9419853372434,1024.47489251864,"","","","","",""
"W19","TR","MaN",1,4,"4",2019-03-10 11:45:49,2019-03-10 04:45:49,2019-03-10 11:51:29,2019-03-10 04:51:29,-124.27983,41.05823,-124.27643,41.05824,0.2,21.1,1421.44780076927,769.996772790318,1421.44780076927,10.7684721407625,31.9419853372434,1024.47489251864,"","","","","",""
"W19","TR","MbD",1,1,"0",2019-03-11 15:56:20,2019-03-11 08:56:20,2019-03-11 16:02:24,2019-03-11 09:02:24,-124.2687,41.05781,-124.27177,41.0581,0.2,51.7,211.093642765752,192.175526478018,211.093642765752,10.8326061452514,32.2488575418994,1024.78252118584,"","","","","",""
"W19","TR","MbD",1,4,"0",2019-03-11 15:56:20,2019-03-11 08:56:20,2019-03-11 16:02:24,2019-03-11 09:02:24,-124.2687,41.05781,-124.27177,41.0581,0.2,51.7,844.374571063006,761.459625851736,844.374571063006,10.8326061452514,32.2488575418994,1024.78252118584,"","","","","",""
"W19","TR","MbD",1,1,"3",2019-03-11 16:02:24,2019-03-11 09:02:24,2019-03-11 16:07:55,2019-03-11 09:07:55,-124.27176,41.0581,-124.2746,41.05827,26.2,51.5,323.303704078721,188.644006924808,323.303704078721,10.9390422960725,32.7406767371601,1025.19423136847,"","","","","",""
"W19","TR","MbD",1,4,"3",2019-03-11 16:02:24,2019-03-11 09:02:24,2019-03-11 16:07:55,2019-03-11 09:07:55,-124.27176,41.0581,-124.2746,41.05827,26.2,51.5,1293.21481631488,749.277358898509,1293.21481631488,10.9390422960725,32.7406767371601,1025.19423136847,"","","","","",""
"W19","TR","MbD",1,1,"4",2019-03-11 16:07:55,2019-03-11 09:07:55,2019-03-11 16:14:20,2019-03-11 09:14:20,-124.27461,41.05828,-124.278,41.0584,0.3,26.5,418.515322122007,298.262973182634,418.515322122007,10.7778886010363,31.8193238341969,1024.39337245369,"","","","","",""
"W19","TR","MbD",1,4,"4",2019-03-11 16:07:55,2019-03-11 09:07:55,2019-03-11 16:14:20,2019-03-11 09:14:20,-124.27461,41.05828,-124.278,41.0584,0.3,26.5,1674.06128848803,1179.81956541699,1674.06128848803,10.7778886010363,31.8193238341969,1024.39337245369,"","","","","",""
"W19","TR","MbD",2,1,"0",2019-03-11 17:15:24,2019-03-11 10:15:24,2019-03-11 17:24:03,2019-03-11 10:24:03,-124.34459,41.05795,-124.34978,41.05809,0.2,101.4,269.023677244295,339.459680901642,269.023677244295,10.5455736434109,32.6767829457364,1025.28271577936,"","","","","",""
"W19","TR","MbD",2,4,"0",2019-03-11 17:15:24,2019-03-11 10:15:24,2019-03-11 17:24:03,2019-03-11 10:24:03,-124.34459,41.05795,-124.34978,41.05809,0.2,101.4,1076.09470897718,1329.7103982508,1076.09470897718,10.5455736434109,32.6767829457364,1025.28271577936,"","","","","",""
"W19","TR","MbD",2,1,"1",2019-03-11 17:24:03,2019-03-11 10:24:03,2019-03-11 17:29:57,2019-03-11 10:29:57,-124.34979,41.05809,-124.35302,41.05809,73.907,100.6,315.665890084879,179.638640851583,315.665890084879,9.78430508474576,33.6717966101695,1026.36009295752,"","","","","",""
"W19","TR","MbD",2,4,"1",2019-03-11 17:24:03,2019-03-11 10:24:03,2019-03-11 17:29:57,2019-03-11 10:29:57,-124.34979,41.05809,-124.35302,41.05809,73.907,100.6,1262.66356033951,715.182413594113,1262.66356033951,9.78430508474576,33.6717966101695,1026.36009295752,"","","","","",""
"W19","TR","MbD",2,1,"2",2019-03-11 17:29:57,2019-03-11 10:29:57,2019-03-11 17:33:41,2019-03-11 10:33:41,-124.35303,41.05809,-124.35516,41.05807,51,73.4,218.773124693165,108.172519073178,218.773124693165,10.6676741071429,33.2759910714286,1025.77278413837,"","","","","",""
"W19","TR","MbD",2,4,"2",2019-03-11 17:29:57,2019-03-11 10:29:57,2019-03-11 17:33:41,2019-03-11 10:33:41,-124.35303,41.05809,-124.35516,41.05807,51,73.4,875.09249877266,432.739118342603,875.09249877266,10.6676741071429,33.2759910714286,1025.77278413837,"","","","","",""
"W19","TR","MbD",2,1,"3",2019-03-11 17:33:41,2019-03-11 10:33:41,2019-03-11 17:39:45,2019-03-11 10:39:45,-124.35517,41.05807,-124.35825,41.05792,24.727,50.873,349.406904361601,208.729815919074,349.406904361601,11.0280357142857,32.8343049450549,1025.26120233254,"","","","","",""
"W19","TR","MbD",2,4,"3",2019-03-11 17:33:41,2019-03-11 10:33:41,2019-03-11 17:39:45,2019-03-11 10:39:45,-124.35517,41.05807,-124.35825,41.05792,24.727,50.873,1397.62761744641,830.657922298889,1397.62761744641,11.0280357142857,32.8343049450549,1025.26120233254,"","","","","",""
"W19","TR","MbD",2,1,"4",2019-03-11 17:39:45,2019-03-11 10:39:45,2019-03-11 17:45:05,2019-03-11 10:45:05,-124.35825,41.05791,-124.36118,41.05794,0.2,24.4,343.296445030213,174.278400110543,343.296445030213,10.8137507788162,31.827015576324,1024.3877259001,"","","","","",""
"W19","TR","MbD",2,4,"4",2019-03-11 17:39:45,2019-03-11 10:39:45,2019-03-11 17:45:05,2019-03-11 10:45:05,-124.35825,41.05791,-124.36118,41.05794,0.2,24.4,1373.18578012085,693.670712835598,1373.18578012085,10.8137507788162,31.827015576324,1024.3877259001,"","","","","",""
"W19","TR","MbD",3,1,"0",2019-03-11 19:01:48,2019-03-11 12:01:48,2019-03-11 19:09:50,2019-03-11 12:09:50,-124.43658,41.05822,-124.44097,41.05823,0.161,102.7,234.502238127676,224.450508383245,234.502238127676,10.8102744282744,32.8300166320166,1025.3483670986,"","","","","",""
"W19","TR","MbD",3,4,"0",2019-03-11 19:01:48,2019-03-11 12:01:48,2019-03-11 19:09:50,2019-03-11 12:09:50,-124.43658,41.05822,-124.44097,41.05823,0.161,102.7,938.008952510703,896.233747088869,938.008952510703,10.8102744282744,32.8300166320166,1025.3483670986,"","","","","",""
"W19","TR","MbD",3,1,"1",2019-03-11 19:09:50,2019-03-11 12:09:50,2019-03-11 19:14:42,2019-03-11 12:14:42,-124.44098,41.05823,-124.44361,41.05815,72.483,102.217,251.411628451017,105.494764518361,251.411628451017,10.4426780821918,33.500345890411,1026.11024959033,"","","","","",""
"W19","TR","MbD",3,4,"1",2019-03-11 19:09:50,2019-03-11 12:09:50,2019-03-11 19:14:42,2019-03-11 12:14:42,-124.44098,41.05823,-124.44361,41.05815,72.483,102.217,1005.64651380407,420.934796829608,1005.64651380407,10.4426780821918,33.500345890411,1026.11024959033,"","","","","",""
"W19","TR","MbD",3,1,"2",2019-03-11 19:14:42,2019-03-11 12:14:42,2019-03-11 19:18:12,2019-03-11 12:18:12,-124.44361,41.05815,-124.44548,41.05832,50.3,71.4,203.499071937585,70.9802059640905,203.499071937585,11.0820714285714,32.9800857142857,1025.44997935008,"","","","","",""
"W19","TR","MbD",3,4,"2",2019-03-11 19:14:42,2019-03-11 12:14:42,2019-03-11 19:18:12,2019-03-11 12:18:12,-124.44361,41.05815,-124.44548,41.05832,50.3,71.4,813.99628775034,284.398502114543,813.99628775034,11.0820714285714,32.9800857142857,1025.44997935008,"","","","","",""
"W19","TR","MbD",3,1,"3",2019-03-11 19:18:12,2019-03-11 12:18:12,2019-03-11 19:24:33,2019-03-11 12:24:33,-124.44548,41.05832,-124.44893,41.05851,25.061,50.939,385.235963113151,183.292226526028,385.235963113151,11.0789212598425,32.7288320209974,1025.16812379468,"","","","","",""
"W19","TR","MbD",3,4,"3",2019-03-11 19:18:12,2019-03-11 12:18:12,2019-03-11 19:24:33,2019-03-11 12:24:33,-124.44548,41.05832,-124.44893,41.05851,25.061,50.939,1540.9438524526,726.404788618114,1540.9438524526,11.0789212598425,32.7288320209974,1025.16812379468,"","","","","",""
"W19","TR","MbD",3,1,"4",2019-03-11 19:24:33,2019-03-11 12:24:33,2019-03-11 19:31:37,2019-03-11 12:31:37,-124.44895,41.05851,-124.45285,41.05839,0.2,24.3,440.79500833146,235.631813790951,440.79500833146,10.8662423529412,32.1010423529412,1024.59892314448,"","","","","",""
"W19","TR","MbD",3,4,"4",2019-03-11 19:24:33,2019-03-11 12:24:33,2019-03-11 19:31:37,2019-03-11 12:31:37,-124.44895,41.05851,-124.45285,41.05839,0.2,24.3,1763.18003332584,929.780304321417,1763.18003332584,10.8662423529412,32.1010423529412,1024.59892314448,"","","","","",""
"W19","TR","MbD",4,1,"0",2019-03-11 21:02:43,2019-03-11 14:02:43,2019-03-11 21:11:36,2019-03-11 14:11:36,-124.58646,41.05834,-124.59206,41.05798,0.2,101.8,331.145375703987,223.755948442301,331.145375703987,10.9151965973535,32.5457618147448,1025.09647987103,"","","","","",""
"W19","TR","MbD",4,4,"0",2019-03-11 21:02:43,2019-03-11 14:02:43,2019-03-11 21:11:36,2019-03-11 14:11:36,-124.58646,41.05834,-124.59206,41.05798,0.2,101.8,1324.58150281595,894.226471043587,1324.58150281595,10.9151965973535,32.5457618147448,1025.09647987103,"","","","","",""
"W19","TR","MbD",4,1,"1",2019-03-11 21:11:36,2019-03-11 14:11:36,2019-03-11 21:16:26,2019-03-11 14:16:26,-124.59207,41.05798,-124.59467,41.05807,75.558,102.2,279.000045632967,89.4067420145067,279.000045632967,10.7154413793103,33.3497896551724,1025.94518871027,"","","","","",""
"W19","TR","MbD",4,4,"1",2019-03-11 21:11:36,2019-03-11 14:11:36,2019-03-11 21:16:26,2019-03-11 14:16:26,-124.59207,41.05798,-124.59467,41.05807,75.558,102.2,1116.00018253187,358.308768231541,1116.00018253187,10.7154413793103,33.3497896551724,1025.94518871027,"","","","","",""
"W19","TR","MbD",4,1,"2",2019-03-11 21:16:26,2019-03-11 14:16:26,2019-03-11 21:21:18,2019-03-11 14:21:18,-124.59468,41.05807,-124.59731,41.05823,51.1,75.1,293.104819526149,101.071641800215,293.104819526149,11.1084246575342,32.9677636986301,1025.45925157177,"","","","","",""
"W19","TR","MbD",4,4,"2",2019-03-11 21:16:26,2019-03-11 14:16:26,2019-03-11 21:21:18,2019-03-11 14:21:18,-124.59468,41.05807,-124.59731,41.05823,51.1,75.1,1172.4192781046,404.35983474643,1172.4192781046,11.1084246575342,32.9677636986301,1025.45925157177,"","","","","",""
"W19","TR","MbD",4,1,"3",2019-03-11 21:21:18,2019-03-11 14:21:18,2019-03-11 21:26:43,2019-03-11 14:26:43,-124.59732,41.05823,-124.60015,41.05822,24.6,50.6,342.445335768272,118.18518345215,342.445335768272,11.0634923076923,32.6892769230769,1025.1399971261,"","","","","",""
"W19","TR","MbD",4,4,"3",2019-03-11 21:21:18,2019-03-11 14:21:18,2019-03-11 21:26:43,2019-03-11 14:26:43,-124.59732,41.05823,-124.60015,41.05822,24.6,50.6,1369.78134307309,471.240852363858,1369.78134307309,11.0634923076923,32.6892769230769,1025.1399971261,"","","","","",""
"W19","TR","MbD",4,1,"4",2019-03-11 21:26:43,2019-03-11 14:26:43,2019-03-11 21:32:58,2019-03-11 14:32:58,-124.60016,41.05822,-124.6041,41.05822,1.8,23.698,390.31353494923,193.219766238184,390.31353494923,10.8450292553191,31.645875,1024.24091886396,"","","","","",""
"W19","TR","MbD",4,4,"4",2019-03-11 21:26:43,2019-03-11 14:26:43,2019-03-11 21:32:58,2019-03-11 14:32:58,-124.60016,41.05822,-124.6041,41.05822,1.8,23.698,1561.25413979692,765.898912108927,1561.25413979692,10.8450292553191,31.645875,1024.24091886396,"","","","","",""
"W19","TR","MbD",5,1,"0",2019-03-11 23:27:13,2019-03-11 16:27:13,2019-03-11 23:34:18,2019-03-11 16:34:18,-124.75053,41.05783,-124.75404,41.05732,0.1,100.7,192.159729402481,223.180967131337,192.159729402481,10.8532660332542,32.8290641330166,1025.31198301096,"","","","","",""
"W19","TR","MbD",5,4,"0",2019-03-11 23:27:13,2019-03-11 16:27:13,2019-03-11 23:34:18,2019-03-11 16:34:18,-124.75053,41.05783,-124.75404,41.05732,0.1,100.7,768.638917609926,885.209525030494,768.638917609926,10.8532660332542,32.8290641330166,1025.31198301096,"","","","","",""
"W19","TR","MbD",5,1,"1",2019-03-11 23:34:18,2019-03-11 16:34:18,2019-03-11 23:40:29,2019-03-11 16:40:29,-124.75405,41.05732,-124.75684,41.05678,74.3,102.218,283.259492877566,241.978402152298,283.259492877566,10.0323504043127,33.6054555256065,1026.26683122151,"","","","","",""
"W19","TR","MbD",5,4,"1",2019-03-11 23:34:18,2019-03-11 16:34:18,2019-03-11 23:40:29,2019-03-11 16:40:29,-124.75405,41.05732,-124.75684,41.05678,74.3,102.218,1133.03797151026,951.059769149803,1133.03797151026,10.0323504043127,33.6054555256065,1026.26683122151,"","","","","",""
"W19","TR","MbD",5,1,"2",2019-03-11 23:40:29,2019-03-11 16:40:29,2019-03-11 23:44:53,2019-03-11 16:44:53,-124.75685,41.05678,-124.75886,41.05638,50.027,73.473,200.808640804021,123.62369505679,200.808640804021,11.0683977272727,33.1623181818182,1025.60875427249,"","","","","",""
"W19","TR","MbD",5,4,"2",2019-03-11 23:40:29,2019-03-11 16:40:29,2019-03-11 23:44:53,2019-03-11 16:44:53,-124.75685,41.05678,-124.75886,41.05638,50.027,73.473,803.234563216082,492.468888863252,803.234563216082,11.0683977272727,33.1623181818182,1025.60875427249,"","","","","",""
"W19","TR","MbD",5,1,"3",2019-03-11 23:44:53,2019-03-11 16:44:53,2019-03-11 23:48:42,2019-03-11 16:48:42,-124.75886,41.05638,-124.76051,41.05599,25.4,49.5,189.160834006569,87.3912387087637,189.160834006569,11.0663580786026,32.7338733624454,1025.17014826281,"","","","","",""
"W19","TR","MbD",5,4,"3",2019-03-11 23:44:53,2019-03-11 16:44:53,2019-03-11 23:48:42,2019-03-11 16:48:42,-124.75886,41.05638,-124.76051,41.05599,25.4,49.5,756.643336026274,350.152746428541,756.643336026274,11.0663580786026,32.7338733624454,1025.17014826281,"","","","","",""
