Haul.no,Haul,Moc,Net.no,Season,Location,Station,Transect,no.individuals.raw,family,species,split.mult,no.individuals,vial label,volume.filtered.m3,concentration.1000m3,notes
,305,1,0,winter,NH,5,MaN,6,unknown,Damaged,NA,6,e,,,
305-1-1,305,1,1,winter,NH,5,MaN,2,Myctophidae,Unknown,NA,2,a,,,juveniles
,305,1,1,winter,NH,5,MaN,3,Myctophidae,Tarletonbeania crenularis,NA,3,b,,,
,305,1,1,winter,NH,5,MaN,4,Myctophidae,Protomyctophum crockeri,NA,4,c,,,
,305,1,1,winter,NH,5,MaN,8,Myctophidae,Stenobrachius leucopsarus,NA,8,d,,,
,305,1,1,winter,NH,5,MaN,2,unknown,Damaged,NA,2,e,,,
,305,1,1,winter,NH,5,MaN,3,Scorpenidae,Sebastes spp.,NA,3,f,,,
,305,1,1,winter,NH,5,MaN,3,Bathylagidae,Lipolagus ochotensis,NA,3,g,,,
305-1-2,305,1,2,winter,NH,5,MaN,29,Myctophidae,Stenobrachius leucopsarus,NA,29,a,,,
,305,1,2,winter,NH,5,MaN,20,Scorpenidae,Sebastes spp.,NA,20,b,,,
,305,1,2,winter,NH,5,MaN,16,Bathylagidae,Lipolagus ochotensis,NA,16,c,,,
,305,1,2,winter,NH,5,MaN,7,Myctophidae,Protomyctophum crockeri,NA,7,d,,,
,305,1,2,winter,NH,5,MaN,4+8,Myctophidae,Tarletonbeania crenularis,NA,12,"e,i",,,i = younger stage
,305,1,2,winter,NH,5,MaN,1,unknown,Damaged,NA,1,f,,,
,305,1,2,winter,NH,5,MaN,1,Paralepididae,Lestidiops ringens,NA,1,g,,,
,305,1,2,winter,NH,5,MaN,1,Myctophidae,Unknown,NA,1,h,,,juvenile
305-1-3,305,1,3,winter,NH,5,MaN,24,Scorpenidae,Sebastes spp.,NA,24,a,,,
,305,1,3,winter,NH,5,MaN,30,Myctophidae,Stenobrachius leucopsarus,NA,30,b,,,
,305,1,3,winter,NH,5,MaN,4,Myctophidae,Tarletonbeania crenularis,NA,4,c,,,
,305,1,3,winter,NH,5,MaN,2,Bathylagidae,Lipolagus ochotensis,NA,2,d,,,
,305,1,3,winter,NH,5,MaN,1,Cottidae,Hemilepodotus spp.,NA,1,e,,,
305-1-4,305,1,4,winter,NH,5,MaN,98,Scorpenidae,Sebastes spp.,NA,98,a,,,
,305,1,4,winter,NH,5,MaN,66,Myctophidae,Stenobrachius leucopsarus,NA,66,b,,,
,305,1,4,winter,NH,5,MaN,6,Bathylagidae,Lipolagus ochotensis,NA,6,c,,,
,305,1,4,winter,NH,5,MaN,6,Myctophidae,Tarletonbeania crenularis,NA,6,d,,,
,305,1,4,winter,NH,5,MaN,2,Paralepididae,Lestidiops ringens,NA,2,e,,,
,305,1,4,winter,NH,5,MaN,2,unknown,Damaged,NA,2,f,,,
,305,1,4,winter,NH,5,MaN,5,Pleuronectidae,Lyopsetta exilis,NA,5,g,,,
,305,1,4,winter,NH,5,MaN,1,Anoplopomatidae,Anoplopoma fimbria,NA,1,h,,,
,305,1,4,winter,NH,5,MaN,1,Pleuronectidae,Microstomus pacificus,NA,1,i,,,"larva in jar, found dessicated 02/2026"
,305,1,4,winter,NH,5,MaN,1,Paralichthyidae,Citharichthys sordidus,NA,1,j,,,
,305,1,4,winter,NH,5,MaN,1,Myctophidae,Nannobrachium spp.,NA,1,k,,,
305-4-0,305,4,0,winter,NH,5,MaN,5,Myctophidae,Unknown,NA,5,a,,,juveniles
,305,4,0,winter,NH,5,MaN,18,Scorpenidae,Sebastes spp.,NA,18,b,,,
,305,4,0,winter,NH,5,MaN,4,Myctophidae,Stenobrachius leucopsarus,NA,4,c,,,
,305,4,0,winter,NH,5,MaN,3,Bathylagidae,Lipolagus ochotensis,NA,3,d,,,
,305,4,0,winter,NH,5,MaN,3,Myctophidae,Protomyctophum crockeri,NA,3,e,,,
,305,4,0,winter,NH,5,MaN,5,Myctophidae,Tarletonbeania crenularis,NA,5,f,,,
,305,4,0,winter,NH,5,MaN,1,Chauliodontidae,Chauliodus macouni,NA,1,g,,,
,305,4,0,winter,NH,5,MaN,1,Paralepididae,Lestidiops ringens,NA,1,h,,,
,305,4,0,winter,NH,5,MaN,1,Myctophidae,Nannobrachium spp.,NA,1,i,,,
,305,4,0,winter,NH,5,MaN,1,unknown,Damaged,NA,1,j,,,
305-4-1,305,4,1,winter,NH,5,MaN,5,Myctophidae,Unknown,NA,5,a,,,juveniles
,305,4,1,winter,NH,5,MaN,2,stomiidae,Unknown,NA,2,b,,," in jar, juveniles"
,305,4,1,winter,NH,5,MaN,2,Bathylagidae,Lipolagus ochotensis,NA,2,c,,,
,305,4,1,winter,NH,5,MaN,6,Myctophidae,Tarletonbeania crenularis,NA,6,d,,,
,305,4,1,winter,NH,5,MaN,2,Myctophidae,Protomyctophum crockeri,NA,2,e,,,
,305,4,1,winter,NH,5,MaN,2,unknown,Damaged,NA,2,f,,,
305-4-2,305,4,2,winter,NH,5,MaN,12,Scorpenidae,Sebastes spp.,NA,12,a,,,
,305,4,2,winter,NH,5,MaN,9,Bathylagidae,Lipolagus ochotensis,NA,9,b,,,
,305,4,2,winter,NH,5,MaN,5,Myctophidae,Stenobrachius leucopsarus,NA,5,c,,,
,305,4,2,winter,NH,5,MaN,4,Myctophidae,Unknown,NA,4,d,,,juveniles
,305,4,2,winter,NH,5,MaN,18,Myctophidae,Tarletonbeania crenularis,NA,18,e,,,
,305,4,2,winter,NH,5,MaN,6,Myctophidae,Protomyctophum crockeri,NA,6,f,,,
,305,4,2,winter,NH,5,MaN,1,Cyclopteridae,Liparis fucensis,NA,1,g,,,
,305,4,2,winter,NH,5,MaN,1,Pleuronectidae,Parophrys vetulus,NA,1,h,,,
,305,4,2,winter,NH,5,MaN,1,Myctophidae,Nannobrachium regalis,NA,1,i,,,
,305,4,2,winter,NH,5,MaN,1,Paralepididae,Lestidiops ringens,NA,1,j,,,
305-4-3,305,4,3,winter,NH,5,MaN,12,Scorpenidae,Sebastes spp.,NA,12,a,,,
,305,4,3,winter,NH,5,MaN,4,Myctophidae,Stenobrachius leucopsarus,NA,4,b,,,
,305,4,3,winter,NH,5,MaN,1,Pleuronectidae,Parophrys vetulus,NA,1,c,,,
,305,4,3,winter,NH,5,MaN,2,Bathylagidae,Lipolagus ochotensis,NA,2,d,,,
,305,4,3,winter,NH,5,MaN,4,Myctophidae,Tarletonbeania crenularis,NA,4,e,,,
305-4-4,305,4,4,winter,NH,5,MaN,112,Scorpenidae,Sebastes spp.,NA,112,a,,,
,305,4,4,winter,NH,5,MaN,18+1,Myctophidae,Stenobrachius leucopsarus,NA,19,"b,g",,,
,305,4,4,winter,NH,5,MaN,5,Bathylagidae,Lipolagus ochotensis,NA,5,c,,,
,305,4,4,winter,NH,5,MaN,7,Myctophidae,Tarletonbeania crenularis,NA,7,d,,,
,305,4,4,winter,NH,5,MaN,5,unknown,Damaged,NA,5,e,,,
,305,4,4,winter,NH,5,MaN,1,Paralichthyidae,Citharichthys sordidus,NA,1,h,,,
306-1-0,306,1,0,winter,NH,5,MaD,3,Myctophidae,Stenobrachius leucopsarus,2,6,,318.19,18.85665797,
,306,1,0,winter,NH,5,MaD,4,Scorpenidae,Sebastes spp.,2,8,,318.19,25.14221063,
306-1-1,306,1,1,winter,NH,5,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,,303.76,3.292072689,
,306,1,1,winter,NH,5,MaD,5,Myctophidae,Protomyctophum crockeri,1,5,,303.76,16.46036344,
306-1-2,306,1,2,winter,NH,5,MaD,2,Bathylagidae,Lipolagus ochotensis,1,2,,263.55,7.588692848,
,306,1,2,winter,NH,5,MaD,11,Myctophidae,Stenobrachius leucopsarus,1,11,,263.55,41.73781066,
,306,1,2,winter,NH,5,MaD,3,Myctophidae,Protomyctophum crockeri,1,3,,263.55,11.38303927,
,306,1,2,winter,NH,5,MaD,10,Myctophidae,Tarletonbeania crenularis,1,10,,263.55,37.94346424,
,306,1,2,winter,NH,5,MaD,4,Scorpenidae,Sebastes spp.,1,4,,263.55,15.1773857,
,306,1,2,winter,NH,5,MaD,1,Unknown,Damaged,1,1,,263.55,3.794346424,
306-1-3,306,1,3,winter,NH,5,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,,282.01,3.545973547,
,306,1,3,winter,NH,5,MaD,28,Myctophidae,Stenobrachius leucopsarus,1,28,,282.01,99.28725932,
,306,1,3,winter,NH,5,MaD,3,Myctophidae,Tarletonbeania crenularis,1,3,,282.01,10.63792064,
,306,1,3,winter,NH,5,MaD,8,Scorpenidae,Sebastes spp.,1,8,,282.01,28.36778838,
306-1-4,306,1,4,winter,NH,5,MaD,27,Myctophidae,Stenobrachius leucopsarus,2,54,,254.93,211.8228533,
,306,1,4,winter,NH,5,MaD,1,Myctophidae,Tarletonbeania crenularis,2,2,,254.93,7.845290864,
,306,1,4,winter,NH,5,MaD,8,Scorpenidae,Sebastes spp.,2,16,,254.93,62.76232691,
,306,1,4,winter,NH,5,MaD,1,Pleuronectidae,Lyopsetta exilis,2,2,,254.93,7.845290864,
,306,1,4,winter,NH,5,MaD,1,Cottidae,Scorpaenichthys marmoratus,2,2,,254.93,7.845290864,
,306,1,4,winter,NH,5,MaD,1,Pleuronectidae,Atheresthes stomias,2,2,,254.93,7.845290864,
306-4-0,306,4,0,winter,NH,5,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,,1272.75,0.785700255,
,306,4,0,winter,NH,5,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,,1272.75,0.785700255,
,306,4,0,winter,NH,5,MaD,3,Myctophidae,Protomyctophum crockeri,1,3,,1272.75,2.357100766,
,306,4,0,winter,NH,5,MaD,1,Myctophidae,Tarletonbeania crenularis,1,1,,1272.75,0.785700255,
,306,4,0,winter,NH,5,MaD,9,Scorpenidae,Sebastes spp.,1,9,,1272.75,7.071302298,
,306,4,0,winter,NH,5,MaD,1,Cottidae,Unknown,1,1,,1272.75,0.785700255,
306-4-1,306,4,1,winter,NH,5,MaD,5,Myctophidae,Protomyctophum crockeri,1,5,,1215.04,4.115090861,
,306,4,1,winter,NH,5,MaD,1,Unknown,Unknown,1,1,,1215.04,0.823018172,
306-4-2,306,4,2,winter,NH,5,MaD,3,Bathylagidae,Lipolagus ochotensis,1,3,,1054.19,2.845786813,
,306,4,2,winter,NH,5,MaD,3,Myctophidae,Protomyctophum crockeri,1,3,,1054.19,2.845786813,
,306,4,2,winter,NH,5,MaD,7,Myctophidae,Tarletonbeania crenularis,1,7,,1054.19,6.640169229,
,306,4,2,winter,NH,5,MaD,1,Myctophidae,Nannobrachium regalis,1,1,,1054.19,0.948595604,
306-4-3,306,4,3,winter,NH,5,MaD,4,Myctophidae,Stenobrachius leucopsarus,1,4,a,1128.03,3.546004982,
,306,4,3,winter,NH,5,MaD,5,Myctophidae,Tarletonbeania crenularis,1,5,b,1128.03,4.432506228,
,306,4,3,winter,NH,5,MaD,3,Scorpenidae,Sebastes spp.,1,3,c,1128.03,2.659503737,
,306,4,3,winter,NH,5,MaD,1,Pleuronectidae,Lyopsetta exilis,1,1,d,1128.03,0.886501246,
306-4-4,306,4,4,winter,NH,5,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,e,1019.7,0.980680592,
,306,4,4,winter,NH,5,MaD,5,Myctophidae,Stenobrachius leucopsarus,1,5,a,1019.7,4.903402962,
,306,4,4,winter,NH,5,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,d,1019.7,0.980680592,
,306,4,4,winter,NH,5,MaD,24,Scorpenidae,Sebastes spp.,1,24,b,1019.7,23.53633422,
,306,4,4,winter,NH,5,MaD,1,Cottidae,Hemilepidotus spinosus,1,1,f,1019.7,0.980680592,
,306,4,4,winter,NH,5,MaD,4,Unknown,Damaged,1,4,g,1019.7,3.922722369,
,306,4,4,winter,NH,5,MaD,2,Myctophidae,Nannobrachium regalis,1,2,c,1019.7,1.961361185,
307-1-0,307,1,0,winter,NH,4,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,e,273.01,3.662869492,
,307,1,0,winter,NH,4,MaD,23,Myctophidae,Stenobrachius leucopsarus,1,23,b,273.01,84.24599832,
,307,1,0,winter,NH,4,MaD,1,Myctophidae,Protomyctophum thompsoni,1,1,f,273.01,3.662869492,
,307,1,0,winter,NH,4,MaD,2,Myctophidae,Tarletonbeania crenularis,1,2,c,273.01,7.325738984,
,307,1,0,winter,NH,4,MaD,87,Scorpenidae,Sebastes spp.,1,87,a,273.01,318.6696458,
,307,1,0,winter,NH,4,MaD,1,Paralichthyidae,Citharichthys sordidus,1,1,g,273.01,3.662869492,
,307,1,0,winter,NH,4,MaD,4,Unknown,Damaged,1,4,d,273.01,14.65147797,
,307,1,0,winter,NH,4,MaD,1,Agonidae,Unknown,1,1,h,273.01,3.662869492,
,307,1,0,winter,NH,4,MaD,1,Hexagrammidae,Ophiodon elongatus,1,1,i,273.01,3.662869492,
307-1-1,307,1,1,winter,NH,4,MaD,2,Myctophidae,Stenobrachius leucopsarus,1,2,"b,c",246.03,8.129089948,
,307,1,1,winter,NH,4,MaD,1,Myctophidae,Tarletonbeania crenularis,1,1,d,246.03,4.064544974,
,307,1,1,winter,NH,4,MaD,76,Scorpenidae,Sebastes spp.,1,76,a,246.03,308.905418,"69 dessicated, other 7 given to CR"
,307,1,1,winter,NH,4,MaD,2,unknown,Damaged,1,2,e,,,
307-1-2,307,1,2,winter,NH,4,MaD,3,Bathylagidae,Lipolagus ochotensis,1,3,c,229.08,13.09586171,
,307,1,2,winter,NH,4,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,b,229.08,4.365287236,
,307,1,2,winter,NH,4,MaD,44,Scorpenidae,Sebastes spp.,1,44,a,229.08,192.0726384,
,307,1,2,winter,NH,4,MaD,1,unknown,Unknown,1,1,d,229.08,4.365287236,so tiny
,307,1,2,winter,NH,4,MaD,3,Unknown,Damaged,1,3,e,229.08,13.09586171,
307-1-3,307,1,3,winter,NH,4,MaD,32,Myctophidae,Stenobrachius leucopsarus,1,32,"c,i (27+5)",235.1,136.1122926,
,307,1,3,winter,NH,4,MaD,2,Myctophidae,Tarletonbeania crenularis,1,2,e,235.1,8.50701829,
,307,1,3,winter,NH,4,MaD,398,Scorpenidae,Sebastes spp.,1,398,a,235.1,1692.89664,
,307,1,3,winter,NH,4,MaD,1,Paralepididae,Lestidiops ringens,1,1,f,235.1,4.253509145,
,307,1,3,winter,NH,4,MaD,1,Cyclopteridae,Liparis fucensis,1,1,d,235.1,4.253509145,
,307,1,3,winter,NH,4,MaD,2,Unknown,Unknown,1,2,g,235.1,8.50701829,"very small, short guts, lacking pigment"
,307,1,3,winter,NH,4,MaD,4,Unknown,Damaged,1,4,b,235.1,17.01403658,
,307,1,3,winter,NH,4,MaD,1,Macrouridae,Unknown,1,1,h,235.1,4.253509145,
307-1-4,307,1,4,winter,NH,4,MaD,37,Myctophidae,Stenobrachius leucopsarus,1,37,"b,i (31,6)",271.59,136.2347656,
,307,1,4,winter,NH,4,MaD,320,Scorpenidae,Sebastes spp.,1,320,a,271.59,1178.246622,
,307,1,4,winter,NH,4,MaD,4,Paralichthyidae,Citharichthys sordidus,1,4,d,271.59,14.72808277,
,307,1,4,winter,NH,4,MaD,3,Pleuronectidae,Glyptocephalus zachirus,1,3,c,271.59,11.04606208,
,307,1,4,winter,NH,4,MaD,5,Pleuronectidae,Parophrys vetulus,1,5,h,271.59,18.41010346,
,307,1,4,winter,NH,4,MaD,10,Unknown,Damaged,1,10,g,271.59,36.82020693,
,307,1,4,winter,NH,4,MaD,1,Pleuronectidae,Eopsetta jordani,1,1,e,271.59,3.682020693,
,307,1,4,winter,NH,4,MaD,1,unknown,Unknown,1,1,h,271.59,,tiny
307-4-0,307,4,0,winter,NH,4,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,d,1092.03,0.915725758,
,307,4,0,winter,NH,4,MaD,9,Myctophidae,Stenobrachius leucopsarus,1,9,b,1092.03,8.241531826,
,307,4,0,winter,NH,4,MaD,3,Myctophidae,Tarletonbeania crenularis,1,3,g,1092.03,2.747177275,
,307,4,0,winter,NH,4,MaD,13,Scorpenidae,Sebastes spp.,1,13,a,1092.03,11.90443486,
,307,4,0,winter,NH,4,MaD,2,Hexagrammidae,Ophiodon elongatus,1,2,f,1092.03,1.831451517,
,307,4,0,winter,NH,4,MaD,2,Cyclopteridae,Liparis fucensis,1,2,c,1092.03,1.831451517,
,307,4,0,winter,NH,4,MaD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,e,1092.03,0.915725758,
,307,4,0,winter,NH,4,MaD,2,Pleuronectidae,Parophrys vetulus,1,2,i,1092.03,1.831451517,
,307,4,0,winter,NH,4,MaD,1,Paralepididae,Lestidiops ringens,1,1,h,1092.03,0.915725758,
,307,4,0,winter,NH,4,MaD,1,Unknown,Damaged,1,1,j,1092.03,0.915725758,
307-4-1,307,4,1,winter,NH,4,MaD,2,Bathylagidae,Lipolagus ochotensis,1,2,d,984.11,2.032293138,
,307,4,1,winter,NH,4,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,e,984.11,1.016146569,
,307,4,1,winter,NH,4,MaD,5,Scorpenidae,Sebastes spp.,1,5,b,984.11,5.080732845,
,307,4,1,winter,NH,4,MaD,3,Cyclopteridae,Liparis fucensis,1,3,c,984.11,3.048439707,
,307,4,1,winter,NH,4,MaD,1,Unknown,Damaged,1,1,a,984.11,1.016146569,
307-4-2,307,4,2,winter,NH,4,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,c,916.31,1.091333719,
,307,4,2,winter,NH,4,MaD,5,Myctophidae,Protomyctophum crockeri,1,5,a,916.31,5.456668595,
,307,4,2,winter,NH,4,MaD,4,Scorpenidae,Sebastes spp.,1,4,d,916.31,4.365334876,
,307,4,2,winter,NH,4,MaD,1,Cyclopteridae,Liparis fucensis,1,1,b,916.31,1.091333719,
307-4-3,307,4,3,winter,NH,4,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,e,940.4,1.063377286,
,307,4,3,winter,NH,4,MaD,11,Myctophidae,Stenobrachius leucopsarus,1,11,c,940.4,11.69715015,
,307,4,3,winter,NH,4,MaD,3,Myctophidae,Tarletonbeania crenularis,1,3,h,940.4,3.190131859,
,307,4,3,winter,NH,4,MaD,11,Scorpenidae,Sebastes spp.,1,11,b,940.4,11.69715015,
,307,4,3,winter,NH,4,MaD,1,Agonidae,Unknown,1,1,f,940.4,1.063377286,
,307,4,3,winter,NH,4,MaD,2,Cyclopteridae,Liparis fucensis,1,2,a,940.4,2.126754573,
,307,4,3,winter,NH,4,MaD,1,Pleuronectidae,Lyopsetta exilis,1,1,g,940.4,1.063377286,
,307,4,3,winter,NH,4,MaD,2,Unknown,Damaged,1,2,d,940.4,2.126754573,
,307,4,3,winter,NH,4,MaD,2,Paralichthyidae,Citharichthys stigmaeus,1,2,i,940.4,2.126754573,"only 2 fish in vial, physical and digital sheet say 4"
307-4-4,307,4,4,winter,NH,4,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,e,1086.34,0.92052212,
,307,4,4,winter,NH,4,MaD,19,Myctophidae,Stenobrachius leucopsarus,1,19,b,1086.34,17.48992028,
,307,4,4,winter,NH,4,MaD,62,Scorpenidae,Sebastes spp.,1,62,a,1086.34,57.07237145,
,307,4,4,winter,NH,4,MaD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,i,1086.34,0.92052212,
,307,4,4,winter,NH,4,MaD,2,Pleuronectidae,Glyptocephalus zachirus,1,2,g,1086.34,1.84104424,
,307,4,4,winter,NH,4,MaD,6,Pleuronectidae,Parophrys vetulus,1,6,h,1086.34,5.523132721,
,307,4,4,winter,NH,4,MaD,1,Ammodytidae,Ammodytes spp.,1,1,g,1086.34,0.92052212,
,307,4,4,winter,NH,4,MaD,2,Unknown,Damaged,1,2,f,1086.34,1.84104424,
308-1-0,308,1,0,winter,NH,3,MaD,1,Scorpenidae,Sebastes spp.,2,2,b,275.74,7.253209545,
,308,1,0,winter,NH,3,MaD,2,Unknown,Damaged,2,4,a,275.74,14.50641909,
308-1-1,308,1,1,winter,NH,3,MaD,19,Scorpenidae,Sebastes spp.,1,19,a,316.06,60.11516801,
,308,1,1,winter,NH,3,MaD,1,Cyclopteridae,Liparis fucensis,1,1,b,316.06,3.163956211,
308-1-2,308,1,2,winter,NH,3,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,b,225.16,4.441286196,
,308,1,2,winter,NH,3,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,c,225.16,4.441286196,
,308,1,2,winter,NH,3,MaD,26,Scorpenidae,Sebastes spp.,1,26,a,225.16,115.4734411,
308-1-3,308,1,3,winter,NH,3,MaD,11,Myctophidae,Stenobrachius leucopsarus,1,11,b,289.55,37.98998446,
,308,1,3,winter,NH,3,MaD,17,Scorpenidae,Sebastes spp.,1,17,a,289.55,58.71179416,
,308,1,3,winter,NH,3,MaD,1,Pleuronectidae,Parophrys vetulus,1,1,c,289.55,3.453634951,
308-1-4,308,1,4,winter,NH,3,MaD,2,Myctophidae,Stenobrachius leucopsarus,2,4,b,256.11,15.61828902,
,308,1,4,winter,NH,3,MaD,7,Scorpenidae,Sebastes spp.,2,14,a,256.11,54.66401156,
,308,1,4,winter,NH,3,MaD,7,Pleuronectidae,Parophrys vetulus,2,14,c,256.11,54.66401156,
,308,1,4,winter,NH,3,MaD,1,Cryptaconthodidae ,Lyconectes aleutensis,2,2,f,256.11,7.809144508,
308-1-4*,308,1,4*,winter,NH,3,MaD,3,Scorpenidae,Sebastes spp.,NA,NA,,NA,NA,
,308,1,4*,winter,NH,3,MaD,1,Pleuronectidae,Parophrys vetulus,NA,NA,,NA,NA,
308-4-0,308,4,0,winter,NH,3,MaD,2,Myctophidae,Stenobrachius leucopsarus,1,2,d,1102.98,1.813269506,
,308,4,0,winter,NH,3,MaD,1,Myctophidae,Tarletonbeania crenularis,1,1,h,1102.98,0.906634753,
,308,4,0,winter,NH,3,MaD,9,Scorpenidae,Sebastes spp.,1,9,b,1102.98,8.159712778,
,308,4,0,winter,NH,3,MaD,2,Cyclopteridae,Liparis fucensis,1,2,c,1102.98,1.813269506,
,308,4,0,winter,NH,3,MaD,3,Pleuronectidae,Glyptocephalus zachirus,1,3,e,1102.98,2.719904259,
,308,4,0,winter,NH,3,MaD,2,Pleuronectidae,Parophrys vetulus,1,2,a,1102.98,1.813269506,
,308,4,0,winter,NH,3,MaD,3,Unknown,Damaged,1,3,g,1102.98,2.719904259,
,308,4,0,winter,NH,3,MaD,4,Hexagrammidae,Ophiodon elongatus,1,4,f,1102.98,3.626539012,
308-4-1,308,4,1,winter,NH,3,MaD,1,Bathylagidae,Lipolagus ochotensis,1,1,a,1264.24,0.790989053,
,308,4,1,winter,NH,3,MaD,1,Unknown,Damaged,1,1,b,1264.24,0.790989053,
308-4-2,308,4,2,winter,NH,3,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,a,900.65,1.110309221,
,308,4,2,winter,NH,3,MaD,1,Pleuronectidae,Parophrys vetulus,1,1,c,900.65,1.110309221,
,308,4,2,winter,NH,3,MaD,1,Pleuronectidae,Psettichthys melanostictus,1,1,b,900.65,1.110309221,
308-4-3,308,4,3,winter,NH,3,MaD,4,Myctophidae,Stenobrachius leucopsarus,1,4,a,1158.2,3.453634951,
,308,4,3,winter,NH,3,MaD,1,Scorpenidae,Sebastes spp.,1,1,g,1158.2,0.863408738,
,308,4,3,winter,NH,3,MaD,1,Paralichthyidae,Citharichthys stigmaeus,1,1,c,1158.2,0.863408738,
,308,4,3,winter,NH,3,MaD,2,Pleuronectidae,Glyptocephalus zachirus,1,2,b,1158.2,1.726817475,
,308,4,3,winter,NH,3,MaD,3,Pleuronectidae,Parophrys vetulus,1,3,d,1158.2,2.590226213,
,308,4,3,winter,NH,3,MaD,2,Unknown,Unknown,1,2,e,1158.2,1.726817475,Looks like Lyconectes aleutiensis but also Ophiodon
,308,4,3,winter,NH,3,MaD,1,Unknown,Damaged,1,1,f,1158.2,0.863408738,
308-4-4,308,4,4,winter,NH,3,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,c,1024.42,0.976162121,
,308,4,4,winter,NH,3,MaD,5,Scorpenidae,Sebastes spp.,1,5,a,1024.42,4.880810605,
,308,4,4,winter,NH,3,MaD,2,Hexagrammidae,Ophiodon elongatus,1,2,d,1024.42,1.952324242,
,308,4,4,winter,NH,3,MaD,3,Pleuronectidae,Glyptocephalus zachirus,1,3,b,1024.42,2.928486363,
,308,4,4,winter,NH,3,MaD,9,Pleuronectidae,Parophrys vetulus,1,9,e,1024.42,8.785459089,
,308,4,4,winter,NH,3,MaD,9,Unknown,Damaged,1,9,f,1024.42,8.785459089,
309-1-0,309,1,0,winter,NH,2,MaD,4,Myctophidae,Stenobrachius leucopsarus,1,4,a,278.57,14.359048,
,309,1,0,winter,NH,2,MaD,1,Myctophidae,Protomyctophum crockeri,1,1,e,278.57,3.589761999,
,309,1,0,winter,NH,2,MaD,7,Scorpenidae,Sebastes spp.,1,7,d,278.57,25.12833399,
,309,1,0,winter,NH,2,MaD,1,Cottidae,Radulinus asprellus,1,1,h,278.57,3.589761999,
,309,1,0,winter,NH,2,MaD,3,Paralichthyidae,Citharichthys sordidus,1,3,f,278.57,10.769286,
,309,1,0,winter,NH,2,MaD,4,Pleuronectidae,Parophrys vetulus,1,4,b,278.57,14.359048,
,309,1,0,winter,NH,2,MaD,1,Pleuronectidae,Isopsetta isolepis,1,1,g,278.57,3.589761999,
,309,1,0,winter,NH,2,MaD,1,Ammodytidae,Ammodytes spp.,1,1,c,278.57,3.589761999,
309-1-2,309,1,2,winter,NH,2,MaD,2,Scorpenidae,Sebastes spp.,1,2,a,234.04,8.54554777,
,309,1,2,winter,NH,2,MaD,3,Paralichthyidae,Citharichthys sordidus,1,3,b,234.04,12.81832165,
,309,1,2,winter,NH,2,MaD,1,Pleuronectidae,Glyptocephalus zachirus,1,1,c,234.04,4.272773885,
,309,1,2,winter,NH,2,MaD,2,Pleuronectidae,Lyopsetta exilis,1,2,d,234.04,8.54554777,
,309,1,2,winter,NH,2,MaD,1,Pleuronectidae,Parophrys vetulus,1,1,d,234.04,4.272773885,
,309,1,2,winter,NH,2,MaD,4,Unknown,Damaged,1,4,f,234.04,17.09109554,
309-1-3,309,1,3,winter,NH,2,MaD,1,Myctophidae,Stenobrachius leucopsarus,1,1,a,277.86,3.598934715,
,309,1,3,winter,NH,2,MaD,2,Scorpenidae,Sebastes spp.,1,2,d,277.86,7.197869431,
,309,1,3,winter,NH,2,MaD,3,Cottidae,Unknown,1,3,h,277.86,10.79680415,
,309,1,3,winter,NH,2,MaD,2,Cyclopteridae,Liparis fucensis,1,2,c,277.86,7.197869431,
,309,1,3,winter,NH,2,MaD,3,Paralichthyidae,Citharichthys sordidus,1,3,e,277.86,10.79680415,
,309,1,3,winter,NH,2,MaD,1,Pleuronectidae,Lyopsetta exilis,1,1,f,277.86,3.598934715,
,309,1,3,winter,NH,2,MaD,3,Pleuronectidae,Parophrys vetulus,1,3,b,277.86,10.79680415,
,309,1,3,winter,NH,2,MaD,1,Unknown,Damaged,1,1,g,277.86,3.598934715,
309-1-4,309,1,4,winter,NH,2,MaD,2,Myctophidae,Stenobrachius leucopsarus,1,2,d,258.25,7.744433688,
,309,1,4,winter,NH,2,MaD,5,Scorpenidae,Sebastes spp.,1,5,a,258.25,19.36108422,
,309,1,4,winter,NH,2,MaD,1,Cyclopteridae,Liparis fucensis,1,1,b,258.25,3.872216844,
,309,1,4,winter,NH,2,MaD,8,Paralichthyidae,Citharichthys spp.,1,8,c,258.25,30.97773475,
